FUELANNUAL	HSVAL	GOR_DV	YEAR	HHSIZE	HHTYPE_DV	HSBEDS	TENURE_DV	NEMP_DV	NKIDS_DV	NPENS_DV	NUE_DV	LKMOVE	XPMOVE	FIHHMNGRS_DV	FIYRDIC_DV	FINNOW	FINFUT	SAVE	JBSTAT	SF1	RACEL_DV	BIRTHY	SEX	NCARS	ENVHABIT1_A	ENVHABIT3_A	ENVHABIT4_A	ENVHABIT6_A	ENVHABIT8_A	FUELDUEL	HEATCH	HHEAT	AGE	REGION	LONDON	LAT	LONG	NSAMPLES	T.FUEL	T.HVAL	T.HHINCOME	T.HHSAV
1600	16e4	2	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	1	0	1	1	Wants to stay	Not expecting to move	2328.31	0	4	2	No monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1952	Female	1	5	5	5	5	1	Separate	Some form of central heating	Yes	59	North West	Not London	54.05707106	-2.72288878	300	0.9197419080378062	0.90833049147869	0.7784946223618687	0.5117662727140687
1320	25e4	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	3397.34	100	2	3	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1971	Female	2	3	3	3	3	2	One bill	Some form of central heating	Yes	40	North West	Not London	54.05707106	-2.72288878	300	0.9079683368125765	0.9229800349228452	0.7926032520750922	0.5287261103959313
1200	2e5	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	2	0	0	Wants to move	Not expecting to move	4841.5	10	3	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1974	Male	2	1	3	3	4	0	One bill	Some form of central heating	Yes	37	North West	Not London	54.05707106	-2.72288878	300	0.9025300868744667	0.9152191456659423	0.8086871735916732	0.5136251215114191
1200	2e5	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	4841.5	0	2	2	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1971	Female	2	1	5	2	5	1	One bill	Some form of central heating	Yes	40	North West	Not London	54.05707106	-2.72288878	300	0.9025300868744667	0.9152191456659423	0.8086871735916732	0.5117662727140687
400	18e4	2	2011	2	1 adult, 1 child	3	Owned with mortgage	1	1	0	0	Wants to stay	Not expecting to move	2932.67	5	1	2	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1970	Female	1	3	4	5	4	2	One bill	Some form of central heating	Yes	41	North West	Not London	54.05707106	-2.72288878	300	0.8577404186518315	0.9118588562794454	0.7867430494289062	0.5127008460204767
1e3	25e4	2	2011	4	Couple with 2 children	4	Owned outright	1	2	0	1	Wants to stay	Not expecting to move	1918.16	5e3	2	1	Monthly savings	In paid employment (full or part-time)	1	Chinese (Asian or Asian British)	1975	Male	1	5	5	4	1	2	One bill	Some form of central heating	Yes	36	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.9229800349228452	0.7724275713797635	0.7216196336439883
1300	1e5	2	2011	4	Couple with 2 children	3	Owned outright	2	2	0	0	Wants to move	Not expecting to move	7470.83	0	3	1	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1979	Female	1	1	4	3	2	2	One bill	Some form of central heating	Yes	32	North West	Not London	54.05707106	-2.72288878	300	0.9070795690018284	0.8965444531150499	0.8321118973193145	0.5117662727140687
1300	1e5	2	2011	4	Couple with 2 children	3	Owned outright	2	2	0	0	Wants to move	Not expecting to move	7470.83	0	3	3	No monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1980	Male	1	1	1	3	1	1	One bill	Some form of central heating	Yes	31	North West	Not London	54.05707106	-2.72288878	300	0.9070795690018284	0.8965444531150499	0.8321118973193145	0.5117662727140687
1e3	125e3	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	2596.42	5	2	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1967	Female	2	4	1	3	3	1	One bill	Some form of central heating	Yes	44	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.9016965273282513	0.7822483727666601	0.5127008460204767
1e3	125e3	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	2596.42	10	2	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1967	Male	2	2	4	4	0	1	One bill	Some form of central heating	Yes	44	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.9016965273282513	0.7822483727666601	0.5136251215114191
1e3	125e3	2	2011	4	Couple with 2 children	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	2596.42	0	1	1	No monthly savings	Full-time student	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1994	Male	2	4	5	2	0	3	One bill	Some form of central heating	Yes	17	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.9016965273282513	0.7822483727666601	0.5117662727140687
400	17e4	2	2011	2	1 adult, 1 child	3	Owned with mortgage	1	1	0	0	Wants to move	Not expecting to move	3486.91	0	3	1	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1969	Female	1	5	1	5	2	2	One bill	Some form of central heating	Yes	42	North West	Not London	54.05707106	-2.72288878	300	0.8577404186518315	0.9101167274824922	0.793689867904647	0.5117662727140687
1560	14e4	2	2011	2	1 adult, 1 child	3	Owned with mortgage	1	1	0	0	Wants to stay	Expect moving	1516.48	0	5	1	No monthly savings	In paid employment (full or part-time)	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1961	Female	1	5	2	4	5	1	Separate	Some form of central heating	No	50	North West	Not London	54.05707106	-2.72288878	300	0.9181317256187723	0.9046163482722873	0.7660563925611104	0.5117662727140687
1200	1e5	2	2011	1	1 adult under pensionable age, no children	3	Owned with mortgage	1	0	0	0	Wants to move	Not expecting to move	2333.33	0	3	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1972	Male	1	4	1	4	1	1	One bill	No central heating	Yes	39	North West	Not London	54.05707106	-2.72288878	300	0.9025300868744667	0.8965444531150499	0.7785663789217427	0.5117662727140687
500	12e4	2	2011	1	1 male, aged 65+, no children	2	Owned outright	0	0	1	1	Wants to stay	Not expecting to move	919.944	0	3	3	No monthly savings	Retired	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1929	Male	0	5	1	4	1	0	One bill	Some form of central heating	Yes	82	North West	Not London	54.05707106	-2.72288878	300	0.8643856209441186	0.9006957705021716	0.7556649728858744	0.5117662727140687
1e3	15e4	2	2011	3	Couple with 1 child	2	Owned with mortgage	2	1	0	0	Wants to stay	Not expecting to move	3822.33	4	1	1	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1978	Male	1	5	5	4	1	1	One bill	Some form of central heating	Yes	33	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.906497856712875	0.7976451886607364	0.5125147624987701
1e3	15e4	2	2011	3	Couple with 1 child	2	Owned with mortgage	2	1	0	0	Wants to stay	Not expecting to move	3822.33	0	1	1	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1975	Female	1	5	5	2	1	1	One bill	Some form of central heating	Yes	36	North West	Not London	54.05707106	-2.72288878	300	0.8928550472519883	0.906497856712875	0.7976451886607364	0.5117662727140687
2e3	75e4	2	2011	2	Couple 1 or more over pensionable age,no children	4	Owned outright	2	0	1	0	Wants to stay	Not expecting to move	3704.68	138.165771484375	1	3	Monthly savings	Self employed	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1952	Male	2	5	5	3	3	2	One bill	Some form of central heating	Yes	59	North West	Not London	54.05707106	-2.72288878	300	0.9347171167059757	0.9733390096463478	0.7962777459199242	0.5343909092852502
2e3	75e4	2	2011	2	Couple 1 or more over pensionable age,no children	4	Owned outright	2	0	1	0	Wants to stay	Not expecting to move	3704.68	138.165771484375	1	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1948	Female	2	5	5	4	4	1	One bill	Some form of central heating	Yes	63	North West	Not London	54.05707106	-2.72288878	300	0.9347171167059757	0.9733390096463478	0.7962777459199242	0.5343909092852502
2400	16e4	2	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	3	1	0	0	Wants to move	Expect moving	5540.83	0	2	3	No monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Male	2	1	1	2	1	1	One bill	Some form of central heating	Yes	47	North West	Not London	54.05707106	-2.72288878	300	0.947970708368196	0.90833049147869	0.8155426164461523	0.5117662727140687
2400	16e4	2	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	3	1	0	0	Wants to move	Expect moving	5540.83	0	3	3	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1969	Female	2	1	1	3	1	1	One bill	Some form of central heating	Yes	42	North West	Not London	54.05707106	-2.72288878	300	0.947970708368196	0.90833049147869	0.8155426164461523	0.5117662727140687
2400	16e4	2	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	3	1	0	0	Wants to stay	Expect moving	5540.83	0	4	1	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1992	Male	2	1	1	1	1	1	One bill	Some form of central heating	Yes	19	North West	Not London	54.05707106	-2.72288878	300	0.947970708368196	0.90833049147869	0.8155426164461523	0.5117662727140687
720	18e4	2	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	6666.67	0	1	3	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Male	1	1	5	1	1	2	One bill	Some form of central heating	Yes	47	North West	Not London	54.05707106	-2.72288878	300	0.8777836483790172	0.9118588562794454	0.8255781948818086	0.5117662727140687
720	18e4	2	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	6666.67	0	2	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1960	Female	1	1	5	1	1	1	One bill	Some form of central heating	Yes	51	North West	Not London	54.05707106	-2.72288878	300	0.8777836483790172	0.9118588562794454	0.8255781948818086	0.5117662727140687
960	18e4	2	2011	1	1 female, age 60+, no children	4	Owned outright	1	0	1	0	Wants to stay	Not expecting to move	1543.95	0	3	2	Monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1948	Female	1	5	5	3	3	1	One bill	Some form of central heating	Yes	63	North West	Not London	54.05707106	-2.72288878	300	0.8908187738411418	0.9118588562794454	0.7665069182500308	0.5117662727140687
1360	116e3	2	2011	3	3 or more adults, no children, incl. at least one couple	3	Owned outright	1	0	2	2	Wants to move	Not expecting to move	4168.78	0	1	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1937	Female	2	6	3	3	3	2	Separate	Some form of central heating	Yes	74	North West	Not London	54.05707106	-2.72288878	300	0.9097256022007684	0.8998848175781557	0.8015542089078818	0.5117662727140687
1360	116e3	2	2011	3	3 or more adults, no children, incl. at least one couple	3	Owned outright	1	0	2	2	Wants to stay	Not expecting to move	4168.78	10	1	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1934	Male	2	1	4	4	2	2	Separate	Some form of central heating	Yes	77	North West	Not London	54.05707106	-2.72288878	300	0.9097256022007684	0.8998848175781557	0.8015542089078818	0.5136251215114191
2400	12e4	2	2011	5	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	2	Wants to stay	Not expecting to move	5349.72	0	3	1	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1954	Female	1	5	1	4	2	4	Separate	Some form of central heating	Yes	57	North West	Not London	54.05707106	-2.72288878	300	0.947970708368196	0.9006957705021716	0.8137209516149618	0.5117662727140687
2400	12e4	2	2011	5	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	2	Wants to move	Not expecting to move	5349.72	0	3	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1988	Female	1	1	1	3	0	0	Separate	Some form of central heating	Yes	23	North West	Not London	54.05707106	-2.72288878	300	0.947970708368196	0.9006957705021716	0.8137209516149618	0.5117662727140687
1050	18e4	2	2011	2	Couple 1 or more over pensionable age,no children	4	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	6072.65	0	1	3	Monthly savings	In paid employment (full or part-time)	3	Any Other White Background (White)	1934	Male	1	1	5	1	2	3	Separate	Some form of central heating	Yes	77	North West	Not London	54.05707106	-2.72288878	300	0.8953508902009012	0.9118588562794454	0.820424262613121	0.5117662727140687
1050	18e4	2	2011	2	Couple 1 or more over pensionable age,no children	4	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	6072.65	0	1	2	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1944	Female	1	1	2	4	3	1	Separate	Some form of central heating	Yes	67	North West	Not London	54.05707106	-2.72288878	300	0.8953508902009012	0.9118588562794454	0.820424262613121	0.5117662727140687
1500	3e5	2	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to move	Not expecting to move	2413.55	200	1	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1937	Female	1	4	4	4	4	3	Separate	Some form of central heating	Yes	74	North West	Not London	54.05707106	-2.72288878	300	0.9156735367000481	0.9299712188873211	0.779705282868464	0.5428269044413244
1500	3e5	2	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to move	Not expecting to move	2413.55	0	1	2	Monthly savings	Retired	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1933	Male	1	4	3	4	4	3	Separate	Some form of central heating	Yes	78	North West	Not London	54.05707106	-2.72288878	300	0.9156735367000481	0.9299712188873211	0.779705282868464	0.5117662727140687
1350	22e4	2	2011	2	2 adults, not a couple, both under pensionable age, no children	4	Owned with mortgage	2	0	0	0	Wants to move	Expect moving	2243.7	0	2	1	No monthly savings	Self employed	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1951	Female	2	2	3	3	2	2	Separate	Some form of central heating	Yes	60	North West	Not London	54.05707106	-2.72288878	300	0.9092887875386867	0.9184266468919243	0.777276418458787	0.5117662727140687
1350	22e4	2	2011	2	2 adults, not a couple, both under pensionable age, no children	4	Owned with mortgage	2	0	0	0	Wants to move	Expect moving	2243.7	0	1	2	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1983	Male	2	1	5	2	1	3	Separate	Some form of central heating	Yes	28	North West	Not London	54.05707106	-2.72288878	300	0.9092887875386867	0.9184266468919243	0.777276418458787	0.5117662727140687
68	17e4	2	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	3264.3	0	2	3	No monthly savings	Retired	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1935	Female	1	1	3	4	4	3	One bill	Some form of central heating	Yes	76	North West	Not London	54.05707106	-2.72288878	300	0.8324525636443341	0.9101167274824922	0.7909644199698991	0.5117662727140687
68	17e4	2	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	3264.3	0	1	3	Monthly savings	Retired	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1934	Male	1	5	2	3	3	3	One bill	Some form of central heating	Yes	77	North West	Not London	54.05707106	-2.72288878	300	0.8324525636443341	0.9101167274824922	0.7909644199698991	0.5117662727140687
